assembly,ID,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0881.cds.fa.fixed.fa,MMETSP0881,15333,150,10875,21038820,1362.1037,882,8367,1,11970,99.87283,792,1398,1998,2808,4398,0.4836,0.02887,0.08876,1.92951,54285,0.00258,0.2356,24247871,19812982,0.8171,15742195,0.64922,4070787,5779,85384,0.00406,9546,0.62258,52,0.00339,3578,0.23335,379,0.02472,0.38147,0.44697,0.45742
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1164.cds.fa.fixed.fa,MMETSP1164,16942,150,10371,16179681,934.16728,2039,6023,1,10511,99.93769,513,1059,1590,2277,3651,0.68936,-0.02338,0.03012,2.51463,59770,0.00369,0.14172,24484463,20057028,0.81917,14526789,0.59331,5530239,8049,80073,0.00495,11125,0.65665,44,0.0026,5271,0.31112,2709,0.1599,0.20613,0.21339,0.03812
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0005.cds.fa.fixed.fa,MMETSP0005,21252,150,10848,28051800,1311.81889,991,11088,4,17352,99.83628,729,1278,1839,2634,4320,0.50343,0.05917,0.07028,2.02042,68811,0.00245,0.2311,28054262,19558292,0.69716,16024658,0.5712,3533634,5680,3930759,0.14013,15732,0.74026,3226,0.1518,10507,0.4944,899,0.0423,0.23046,0.37704,0.46478
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1354.cds.fa.fixed.fa,MMETSP1354,7230,150,9759,6945606,941.82531,783,2657,0,4657,99.83267,528,1044,1515,2142,3522,0.56171,0.09354,0.03376,2.41359,17374,0.0025,0.17353,12504946,9557567,0.7643,7019659,0.56135,2537908,2626,25624,0.00369,4679,0.64716,13,0.0018,2237,0.30941,520,0.07192,0.22521,0.27521,0.35183
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1049.cds.fa.fixed.fa,MMETSP1049,20835,150,6993,16460682,773.26969,2019,5904,0,13470,99.73546,450,807,1131,1533,2406,0.53518,0.06442,0.08414,1.62878,55203,0.00335,0.15344,24224724,14084313,0.5814,9419038,0.38882,4665275,5930,75712,0.0046,13015,0.62467,49,0.00235,3824,0.18354,8533,0.40955,0.07917,0.08321,0.02896
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1390.cds.fa.fixed.fa,MMETSP1390,9340,150,19206,15063159,1604.87409,423,5605,29,7690,99.91734,903,1587,2298,3351,5805,0.60935,0.06784,0.08722,2.4391,28892,0.00192,0.24292,21851281,19047490,0.87169,15903526,0.72781,3143964,5282,35675,0.00237,5214,0.55824,12,0.00128,816,0.08737,508,0.05439,0.4377,0.44883,0.33096
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0707.cds.fa.fixed.fa,MMETSP0707,14824,150,12975,16250697,1085.97005,870,6753,7,11297,99.82554,636,1089,1503,2058,3333,0.44377,0.04511,0.07349,1.77571,48168,0.00296,0.19904,16350937,12446114,0.76119,9954359,0.60879,2491755,4697,72000,0.00443,9793,0.66062,22,0.00148,4242,0.28616,1875,0.12648,0.28257,0.29348,0.09517
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0029.cds.fa.fixed.fa,MMETSP0029,75454,150,17442,69012318,891.34487,10114,25295,32,43076,99.90075,471,1065,1587,2277,4008,0.54097,0.07097,0.05741,1.97619,488973,0.00709,0.16388,26788563,20557066,0.76738,16488180,0.61549,4068886,26853,690452,0.01,53807,0.71311,774,0.01026,42215,0.55948,1455,0.01928,0.30298,0.42664,0.56682
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0997.cds.fa.fixed.fa,MMETSP0997,21145,150,14133,17495358,805.94301,2609,6125,6,12304,99.89693,432,885,1323,1923,3600,0.68898,-0.00011,0.00859,2.36215,85164,0.00487,0.13342,15869557,13721983,0.86467,11035267,0.69537,2686716,11324,112856,0.00645,13953,0.65987,104,0.00492,9294,0.43954,854,0.04039,0.29451,0.39259,0.37677
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1005.cds.fa.fixed.fa,MMETSP1005,12486,150,6426,10007394,787.57737,993,3597,0,8141,99.75204,441,798,1137,1557,2442,0.44572,0.08507,0.07057,1.76539,41096,0.00411,0.15511,13070132,9265165,0.70888,6869430,0.52558,2395735,2879,61626,0.00616,8191,0.65601,31,0.00248,3699,0.29625,3608,0.28896,0.15643,0.16052,0.03648
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1105.cds.fa.fixed.fa,MMETSP1105,17855,150,13989,25769202,1436.3296,712,9224,71,14714,99.87756,738,1350,2079,3243,6135,0.42052,0.03642,0.05145,1.77012,78628,0.00305,0.23037,22564449,15816708,0.70096,12387358,0.54898,3429350,5384,3790298,0.14709,13409,0.75099,2895,0.16214,8293,0.46446,540,0.03024,0.19572,0.35574,0.40754
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1400.cds.fa.fixed.fa,MMETSP1400,9811,150,24696,15227706,1542.84823,519,5453,31,7785,99.95364,834,1572,2358,3378,5946,0.6576,0.03721,0.07338,2.306,40053,0.00263,0.21834,20630382,17207087,0.83407,12928193,0.62666,4278894,6616,49037,0.00322,6237,0.63572,18,0.00183,1914,0.19509,761,0.07757,0.30238,0.31492,0.04609
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0945.cds.fa.fixed.fa,MMETSP0945,9244,150,6138,9509868,1022.67968,322,3819,0,7324,99.8697,567,972,1356,1851,2871,0.46567,0.08384,0.10483,2.03773,19740,0.00208,0.18955,19974775,4085133,0.20451,3411110,0.17077,674023,984,1088257,0.11443,6948,0.75162,1039,0.1124,4964,0.537,111,0.01201,0.07607,0.12291,0.51333
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1326.cds.fa.fixed.fa,MMETSP1326,21528,150,58551,16258437,730.58278,3049,4998,24,10827,99.90377,369,807,1293,2055,4470,0.66298,0.04215,0.0832,2.17272,85987,0.00529,0.12235,16512019,12523802,0.75847,8278299,0.50135,4245503,14464,128830,0.00792,15352,0.71312,73,0.00339,8708,0.4045,987,0.04585,0.1621,0.24742,0.42701
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0102.cds.fa.fixed.fa,MMETSP0102,17718,150,25710,27493839,1541.74179,1020,8492,189,13585,99.89684,747,1518,2541,4554,10227,0.40938,0.06442,0.06163,1.62194,80084,0.00291,0.22301,19963623,14576116,0.73013,12211428,0.61168,2364688,5149,3770903,0.13715,13025,0.73513,2657,0.14996,8564,0.48335,751,0.04239,0.22867,0.37843,0.44503
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0371.cds.fa.fixed.fa,MMETSP0371,55026,150,5049,40419192,707.29097,8630,15578,0,30337,99.88142,408,864,1218,1605,2361,0.62223,0.05516,0.01554,2.12242,245781,0.00608,0.13622,21254622,14992967,0.7054,9697929,0.45627,5295038,18794,300388,0.00743,37045,0.67323,281,0.00511,20384,0.37044,2810,0.05107,0.17233,0.22907,0.35023
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0753.cds.fa.fixed.fa,MMETSP0753,12996,150,9513,15001839,1140.57318,1022,6060,0,9415,99.84843,666,1206,1713,2397,3816,0.39533,0.07898,0.10163,1.69337,32756,0.00218,0.19909,20771636,16092625,0.77474,13277886,0.63923,2814739,4145,58698,0.00391,8004,0.61588,34,0.00262,2328,0.17913,690,0.05309,0.33421,0.39531,0.44861
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0948.cds.fa.fixed.fa,MMETSP0948,19642,150,15216,23451039,1187.77518,691,9302,10,16304,99.81697,660,1095,1560,2223,3957,0.45193,0.08185,0.08109,1.55846,57571,0.00245,0.20999,25308143,17692339,0.69908,13164596,0.52017,4527743,2885,3045500,0.12987,14259,0.72594,2849,0.14505,9232,0.47001,1243,0.06328,0.19024,0.28938,0.29811
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0015.cds.fa.fixed.fa,MMETSP0015,38208,51,13467,43103157,1108.43452,4762,16598,22,27038,99.87768,657,1197,1731,2523,4611,0.57843,0.06289,0.07535,2.00193,123259,0.00286,0.18903,20741552,16484954,0.79478,13404083,0.64624,3080871,5760,5568233,0.12918,30748,0.80475,7032,0.18405,17275,0.45213,2239,0.0586,0.17901,0.38811,0.39954
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1147.cds.fa.fixed.fa,MMETSP1147,325,150,420,69216,119.68615,175,0,0,0,99.85346,219,264,339,420,420,0.53033,0.08073,0.17542,2.06865,496,0.00717,0.04577,31528050,4240794,0.13451,71405,0.00226,4169389,283,167,0.00241,79,0.24308,0,0,7,0.02154,154,0.47385,4.00E-05,7.00E-05,0.09601
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0451.cds.fa.fixed.fa,MMETSP0451,2013,150,1413,504657,175.71386,872,5,0,148,99.9067,222,276,417,1413,1413,0.5409,0.08785,0.03551,1.94963,5689,0.01127,0.05467,13123138,6970857,0.53119,511720,0.03899,6459137,1575,31326,0.06207,1250,0.62096,109,0.05415,587,0.2916,390,0.19374,0.00073,0.00212,0.02708
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0897.cds.fa.fixed.fa,MMETSP0897,11897,150,7626,7351428,598.82668,1301,2014,0,5924,99.7385,330,579,900,1326,2241,0.59906,0.05089,0.05145,1.95518,28146,0.00383,0.11704,26414479,11863311,0.44912,7128831,0.26988,4734480,2140,672213,0.09144,8413,0.70715,1039,0.08733,3971,0.33378,2961,0.24889,0.05732,0.11141,0.29645
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0398.cds.fa.fixed.fa,MMETSP0398,5905,150,1296,1361151,150.45368,2730,5,0,146,99.91862,216,261,348,1296,1296,0.53388,0.08379,0.07994,1.83088,12873,0.00946,0.05089,5880542,2298960,0.39094,975607,0.1659,1323353,2991,151649,0.11141,5216,0.88332,434,0.0735,4049,0.68569,485,0.08213,0.00254,0.03407,0.13461
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1159.cds.fa.fixed.fa,MMETSP1159,6953,150,6357,7656927,1094.70962,261,3395,0,5806,99.82689,660,1056,1389,1836,2727,0.53116,0.07316,0.08999,1.92492,16533,0.00216,0.20347,30646639,18901440,0.61675,14970528,0.48849,3930912,1635,682828,0.08918,4165,0.59902,665,0.09564,1982,0.28506,1323,0.19028,0.17865,0.23779,0.12001
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0043.cds.fa.fixed.fa,MMETSP0043,34720,150,20022,30744882,867.98286,3486,10224,42,21595,99.92134,462,885,1341,2076,4434,0.61195,0.05014,0.06809,1.84806,256577,0.00835,0.15414,39218029,30552277,0.77904,24411684,0.62246,6140593,9096,3701692,0.1204,23240,0.66935,3072,0.08848,13070,0.37644,1535,0.04421,0.24214,0.39522,0.51009
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1309.cds.fa.fixed.fa,MMETSP1309,7555,150,8601,7723797,1004.57472,766,3150,0,5085,99.88169,597,1125,1569,2130,3510,0.52377,0.1112,0.11345,1.84491,31434,0.00407,0.18374,21677948,14884494,0.68662,10661123,0.4918,4223371,3657,39755,0.00515,4654,0.61602,17,0.00225,1225,0.16214,316,0.04183,0.19944,0.29432,0.44675
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0959.cds.fa.fixed.fa,MMETSP0959,14091,150,5733,16178055,1141.25165,559,7328,0,11515,99.81578,681,1152,1518,1968,2742,0.5033,0.00975,0.02954,2.01396,24611,0.00152,0.21617,21798418,13531451,0.62075,10587953,0.48572,2943498,1379,1821746,0.11261,9881,0.70123,1716,0.12178,5117,0.36314,1761,0.12497,0.16183,0.25018,0.28965
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0887.cds.fa.fixed.fa,MMETSP0887,15715,150,23502,16381106,1026.20076,1453,5750,32,10446,99.95809,540,1068,1602,2502,5385,0.63294,0.03849,0.071,2.45893,60983,0.00372,0.16921,13505829,11806711,0.87419,10274463,0.76074,1532248,7710,71751,0.00438,10054,0.63977,44,0.0028,6142,0.39084,505,0.03213,0.38577,0.50114,0.57489
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0890.cds.fa.fixed.fa,MMETSP0890,9663,150,14367,10175295,1042.69761,576,3941,3,7277,99.80078,588,1023,1455,2067,3546,0.41238,0.02793,0.00185,2.1616,37327,0.00367,0.18911,12476342,7230854,0.57957,5487754,0.43985,1743100,2117,48543,0.00477,5981,0.61896,15,0.00155,3004,0.31088,1181,0.12222,0.19872,0.20874,0.07264
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1128.cds.fa.fixed.fa,MMETSP1128,13555,150,15783,16825566,1228.46426,998,6158,19,9696,99.84376,669,1272,1911,2934,5346,0.58908,0.02095,0.09643,1.79803,52678,0.00313,0.19523,26371633,17930127,0.6799,13232213,0.50176,4697914,5853,97008,0.00577,8670,0.63962,55,0.00406,4269,0.31494,406,0.02995,0.2533,0.29954,0.35363
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0893.cds.fa.fixed.fa,MMETSP0893,10891,150,8907,9912291,895.04398,947,3668,0,7182,99.79042,498,930,1344,1923,3330,0.41305,0.02335,7.00E-05,2.15983,50151,0.00506,0.16664,13794223,7731591,0.56049,5718374,0.41455,2013217,2383,59630,0.00602,7102,0.6521,12,0.0011,2818,0.25875,1988,0.18254,0.15238,0.15877,0.04456
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0911.cds.fa.fixed.fa,MMETSP0911,15128,150,5160,10306710,662.68687,1619,3217,0,8691,99.73134,378,687,981,1353,2148,0.51106,0.08669,0.082,1.96656,68911,0.00669,0.13503,13164348,551994,0.04193,407254,0.03094,144740,245,2613183,0.25354,15014,0.99246,8168,0.53993,14710,0.97237,1506,0.09955,0.00606,0.0112,0.0261
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0115.cds.fa.fixed.fa,MMETSP0115,14906,150,22380,15118431,996.15316,1550,5101,27,9167,99.9706,501,1083,1692,2724,5649,0.70024,0.04238,0.02663,2.52915,75469,0.00499,0.14304,5727042,5187495,0.90579,3906094,0.68204,1281401,3516,563560,0.03728,14085,0.94492,481,0.03227,12295,0.82484,525,0.03522,0.26612,0.34403,0.38332
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0045.cds.fa.fixed.fa,MMETSP0045,22353,150,6834,22959312,1020.2087,888,9541,0,17946,99.80045,597,975,1332,1770,2652,0.49685,0.06575,0.11813,1.95731,38569,0.00168,0.19517,30781349,18816949,0.61131,13912804,0.45199,4904145,5106,2603558,0.1134,15805,0.70706,2690,0.12034,9713,0.43453,1006,0.04501,0.17954,0.27766,0.40262
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0097.cds.fa.fixed.fa,MMETSP0097,84540,150,8202,84465750,983.36309,7667,36021,0,60794,99.93291,609,1062,1437,1902,2835,0.66602,0.03087,0.03018,2.04238,303825,0.0036,0.16888,33542471,28173297,0.83993,22721503,0.6774,5451794,26535,9596946,0.11362,61268,0.72472,8772,0.10376,35785,0.42329,3947,0.04669,0.28127,0.42984,0.40932
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0145.cds.fa.fixed.fa,MMETSP0145,26371,150,13467,19663986,724.64988,3194,5996,2,14226,99.88287,378,750,1170,1815,3750,0.66193,0.00651,0.03807,2.38724,140312,0.00714,0.12578,14359453,9840144,0.68527,7015047,0.48853,2825097,11672,161831,0.00823,18400,0.69774,106,0.00402,12281,0.4657,2650,0.10049,0.17381,0.20667,0.3347
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1346.cds.fa.fixed.fa,MMETSP1346,11044,150,6024,9630300,860.8142,708,3823,0,7763,99.77226,489,879,1200,1566,2364,0.42459,0.11454,0.09463,1.93594,12330,0.00128,0.16984,2929694,1759917,0.60072,1282691,0.43782,477226,151,1288072,0.13375,10717,0.97039,2877,0.2605,9434,0.85422,1481,0.1341,0.12744,0.17659,0.02698
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0384.cds.fa.fixed.fa,MMETSP0384,96273,150,13131,91656402,937.43021,8061,36870,13,67299,99.89686,543,990,1380,1866,2913,0.62995,0.03828,0.04257,2.04365,312882,0.00341,0.16651,33816377,23792590,0.70358,19553662,0.57823,4238928,20684,10013375,0.10925,72184,0.74978,9492,0.09859,54713,0.56831,3245,0.03371,0.25428,0.38441,0.4707
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1043.cds.fa.fixed.fa,MMETSP1043,23340,150,24207,22332756,942.66272,1891,7570,37,15433,99.91732,495,936,1413,2199,4647,0.60916,0.04683,0.06308,1.84447,203043,0.00909,0.16407,27205495,21034454,0.77317,16650715,0.61203,4383739,6724,2725495,0.12204,15331,0.65686,1950,0.08355,9056,0.388,1018,0.04362,0.252,0.38201,0.44692
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1167.cds.fa.fixed.fa,MMETSP1167,12345,150,11511,12077322,966.62041,830,4682,1,8805,99.82135,537,978,1392,1950,3228,0.43153,0.10948,0.08112,1.63112,40489,0.00335,0.17851,17607529,11743551,0.66696,8994088,0.51081,2749463,5306,60853,0.00504,8068,0.65354,22,0.00178,3113,0.25217,1103,0.08935,0.22459,0.25587,0.3026
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1357.cds.fa.fixed.fa,MMETSP1357,27064,150,18369,20561118,739.94384,3068,6439,16,14815,99.91585,378,774,1182,1800,3702,0.62519,0.04201,0.07621,1.85544,99262,0.00483,0.134,25585930,19894676,0.77756,14499141,0.56668,5395535,7464,127434,0.0062,17526,0.64758,60,0.00222,10065,0.3719,1196,0.04419,0.24802,0.31351,0.43783
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1460.cds.fa.fixed.fa,MMETSP1460,5571,150,15294,7396617,1319.92246,251,3273,3,4598,99.85733,819,1320,1764,2325,3468,0.4913,0.13818,0.16044,2.56554,15734,0.00213,0.22289,27873319,17823381,0.63944,13465985,0.48311,4357396,4072,19165,0.00259,3123,0.56058,3,0.00054,915,0.16424,972,0.17447,0.19978,0.23681,0.38782
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0228.cds.fa.fixed.fa,MMETSP0228,74448,150,9177,66521817,873.52406,8582,25046,0,47118,99.94708,501,963,1398,1959,3282,0.65137,0.02895,0.04418,2.06815,346843,0.00521,0.15267,23433605,18264662,0.77942,14140981,0.60345,4123681,28636,7123219,0.10708,54333,0.72981,6315,0.08482,37735,0.50686,2732,0.0367,0.2454,0.3791,0.45611
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0578.cds.fa.fixed.fa,MMETSP0578,13711,150,8331,12719493,909.37065,1435,5087,0,8653,99.84991,510,1035,1458,1998,3156,0.46334,0.07533,0.06902,1.78831,57653,0.00453,0.17302,25299062,19757431,0.78096,15059179,0.59525,4698252,4527,81604,0.00642,9023,0.65808,36,0.00263,4715,0.34388,729,0.05317,0.26673,0.33294,0.34699
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1409.cds.fa.fixed.fa,MMETSP1409,14960,150,15570,19899654,1318.78957,982,7720,11,11388,99.86988,753,1368,1974,2823,4566,0.48393,0.03108,0.08466,1.93205,52598,0.00264,0.22818,22212625,17933734,0.80737,12771365,0.57496,5162369,7348,80428,0.00404,9668,0.64626,41,0.00274,3766,0.25174,432,0.02888,0.2787,0.34083,0.38579
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0223.cds.fa.fixed.fa,MMETSP0223,99,150,483,21537,129.45455,50,0,0,1,99.85955,213,261,351,483,483,0.54182,0.0894,0.23718,1.95679,170,0.00789,0.04516,4107044,1779220,0.43321,246185,0.05994,1533035,66,2257,0.1048,56,0.56566,8,0.08081,26,0.26263,50,0.50505,0.0009,0.00033,0.01
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1129.cds.fa.fixed.fa,MMETSP1129,17120,150,14544,23372010,1356.98551,813,8821,38,13796,99.83194,720,1323,1947,2847,5271,0.607,-0.00975,0.00303,2.23263,43737,0.00187,0.22543,22499674,16019305,0.71198,12943292,0.57527,3076013,3396,3488794,0.14927,12152,0.70981,2687,0.15695,7775,0.45415,1161,0.06782,0.18939,0.31455,0.34401
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0648.cds.fa.fixed.fa,MMETSP0648,69744,150,13956,75924849,1076.01518,5064,30688,17,51824,99.868,618,1110,1554,2151,3483,0.5391,0.07336,0.05949,1.96002,213926,0.00282,0.1955,28105494,20232344,0.71987,16206286,0.57662,4026058,14230,9769096,0.12867,52633,0.75466,8102,0.11617,39692,0.56911,1608,0.02306,0.23187,0.3951,0.49711
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1353.cds.fa.fixed.fa,MMETSP1353,7144,150,13611,7613157,1052.32643,549,3028,1,5015,99.85806,594,1110,1587,2238,3504,0.59398,0.0554,0.02192,2.64535,30952,0.00407,0.18594,9858735,7921398,0.80349,6092166,0.61795,1829232,1991,37554,0.00493,4679,0.65496,15,0.0021,2820,0.39474,464,0.06495,0.28641,0.33978,0.32779
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1130.cds.fa.fixed.fa,MMETSP1130,9948,150,6876,4435386,402.53679,2494,851,0,3069,99.68917,261,471,765,1230,4644,0.58613,-0.00304,0.01664,2.17966,40157,0.00905,0.09155,20743751,6744154,0.32512,3508821,0.16915,3235333,2493,50322,0.01135,7276,0.7314,20,0.00201,2413,0.24256,1162,0.11681,0.04172,0.04875,0.26277
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0754.cds.fa.fixed.fa,MMETSP0754,24109,150,13518,35184588,1452.19225,998,14023,11,20270,99.84545,813,1407,2007,2841,4605,0.39363,0.07973,0.10327,1.71536,73006,0.00207,0.23783,30848412,22385287,0.72565,18977274,0.61518,3408013,7095,4941606,0.14045,17283,0.71687,4019,0.1667,8732,0.36219,2048,0.08495,0.22814,0.36718,0.36762
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0950.cds.fa.fixed.fa,MMETSP0950,21047,150,13797,26374713,1247.39478,696,10400,18,17617,99.82421,684,1155,1641,2358,4359,0.4518,0.07992,0.08193,1.5572,57439,0.00218,0.21719,31204593,21459005,0.68769,16004527,0.51289,5454478,3185,3397352,0.12881,15214,0.72286,2994,0.14225,9482,0.45052,1429,0.0679,0.18914,0.28552,0.27838
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0733.cds.fa.fixed.fa,MMETSP0733,36609,150,15567,40952799,1101.71532,3573,15307,20,25393,99.87142,621,1182,1740,2559,4536,0.42982,0.05394,0.10875,1.85704,178312,0.00435,0.18856,24442205,18059058,0.73885,14167082,0.57962,3891976,16600,5602466,0.1368,27601,0.75394,4665,0.12743,16005,0.43719,1244,0.03398,0.19911,0.38925,0.50941
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1444.cds.fa.fixed.fa,MMETSP1444,19582,150,10968,13912512,684.57926,2926,4363,3,10390,99.86409,375,759,1137,1686,3390,0.66397,-0.00087,0.06251,2.28806,68767,0.00494,0.12154,23811584,19784556,0.83088,13402046,0.56284,6382510,10729,106159,0.00763,13252,0.67674,109,0.00557,7653,0.39082,865,0.04417,0.18521,0.27725,0.37144
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0105.cds.fa.fixed.fa,MMETSP0105,18897,150,15372,19665975,1020.14431,2234,7477,2,11618,99.88837,558,1203,1743,2529,4281,0.6004,0.01996,0.04194,2.1227,117265,0.00596,0.18106,20664784,16631719,0.80483,12741166,0.61656,3890553,4215,119007,0.00605,12894,0.68233,27,0.00143,7830,0.41435,971,0.05138,0.25779,0.3136,0.4321
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0126.cds.fa.fixed.fa,MMETSP0126,31445,150,13671,22399275,691.57198,3755,7105,4,17508,99.69519,378,720,1089,1572,2715,0.57536,0.0154,0.05039,2.11314,92657,0.00414,0.13286,40632026,18972045,0.46692,13745443,0.33829,5226602,6253,2064816,0.09218,22836,0.72622,3297,0.10485,15819,0.50307,1052,0.03346,0.10193,0.19287,0.40576
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0378.cds.fa.fixed.fa,MMETSP0378,33902,150,5859,16638788,460.93127,5830,2934,0,14842,99.77042,291,510,714,972,1518,0.60014,0.06558,0.04264,1.96826,85661,0.00515,0.09986,14998989,7779120,0.51864,3860478,0.25738,3918642,6708,1539489,0.09252,27354,0.80686,2670,0.07876,15689,0.46278,6021,0.1776,0.0448,0.08204,0.24726
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0811.cds.fa.fixed.fa,MMETSP0811,20026,150,13665,16153047,784.03785,2602,5511,4,10604,99.80731,390,888,1398,2076,3801,0.57605,0.03584,0.0652,1.86135,103291,0.00639,0.1464,37571157,20834270,0.55453,16018706,0.42636,4815564,7511,139894,0.00866,13924,0.6953,63,0.00315,9134,0.45611,926,0.04624,0.15593,0.2635,0.49878
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0991.cds.fa.fixed.fa,MMETSP0991,65836,150,15660,71123781,1063.92068,6218,26530,36,46070,99.8791,597,1119,1644,2418,4416,0.59175,0.05012,0.07519,2.11208,328255,0.00462,0.18064,37514150,25820425,0.68828,19095861,0.50903,6724564,27538,6896200,0.09696,51593,0.78366,6973,0.10591,30549,0.46402,3296,0.05006,0.1977,0.29886,0.41769
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0324.cds.fa.fixed.fa,MMETSP0324,51392,150,9276,56703996,1088.96894,4248,23368,0,36551,99.87781,636,1191,1650,2235,3387,0.56845,0.01453,0.08409,1.88623,129708,0.00229,0.19412,31218160,21885403,0.70105,17229662,0.55191,4655741,15886,7660439,0.1351,37098,0.72186,6547,0.12739,24021,0.46741,2154,0.04191,0.20312,0.34651,0.43222
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP1404.cds.fa.fixed.fa,MMETSP1404,9687,150,26190,13627509,1393.84422,718,4873,24,7093,99.95167,780,1488,2271,3273,5706,0.65651,0.03788,0.07398,2.2921,45763,0.00336,0.20176,18268944,15208864,0.8325,11459687,0.62728,3749177,6438,54689,0.00401,6314,0.6518,20,0.00206,2902,0.29958,705,0.07278,0.27842,0.29809,0.38736
/mnt/research/ged/lisa/mmetsp/imicrobe/cds/MMETSP0040.cds.fa.fixed.fa,MMETSP0040,16943,150,3912,12654498,736.3062,1030,4239,0,11829,99.71662,444,732,966,1239,1716,0.53821,0.04518,0.10933,2.00041,39953,0.00316,0.15119,26938724,16193944,0.60114,11523010,0.42775,4670934,4319,53196,0.0042,10122,0.59741,29,0.00171,4290,0.2532,2973,0.17547,0.15941,0.18993,0.31863
