,Run,SampleName.x,assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,ID,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc,Input.Reads,Surviving.Reads,Percent.Surviving,Unique_kmers,Investigator,HighLevelClassification,Phylum,Class,Order,Family,Genus,Species,Strain,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName.y,CenterName,Submission,Consent,RunHash,ReadHash
77,SRR1294456,MMETSP0717,/mnt/scratch/ljcohen/mmetsp/Chaetoceros_curvisetus/SRR1294456/trinity/trinity_out/Chaetoceros_curvisetus_SRR1294456.Trinity.fixed.fa,13091,201,4823,6877775,525.38194,0,1028,0,4558,80.64633,276,451,634,838,1219,0.42791,0.02679,0.01598,1.68021,0,0,0.11117,3407174,2911008,0.85438,2480078,0.7279,430930,3724,68771,0.01,2058,0.15721,110,0.0084,6494,0.49607,1121,0.08563,0.30648,0.34121,0.25547,11876,11876,0.90719,0.59829,9335,0.47028,4431,0.22322,1979,0.0997,598,0.03013,342,0.01723,159,0.00801,0.18704,Chaetoceros_curvisetus_SRR1294456,46,110,273,429,0.107226107,3408389,3407174,99.96,5822092,SarahSmith,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,curvisetus,,22-Jul-15,21-May-14,3408389,340838900,3408389,100,155,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294456,SRX549070,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,248394,SRS616884,SAMN02740489,simple,230516,Chaetoceros curvisetus,MMETSP0717,NCGR,SRA166613,public,75BE80BB1EC30229E3D00E04A7B08FE7,33EECBB1126440D863023C49152CED70
78,SRR1294457,MMETSP0717,/mnt/scratch/ljcohen/mmetsp/Chaetoceros_curvisetus/SRR1294457/trinity/trinity_out/Chaetoceros_curvisetus_SRR1294457.Trinity.fixed.fa,13013,201,4849,6830760,524.91816,0,1000,0,4539,80.71873,276,454,632,838,1218,0.42788,0.02835,0.01903,1.68137,0,0,0.11111,3369141,2868731,0.85147,2422761,0.7191,445970,3673,61327,0.00898,2051,0.15761,103,0.00792,6463,0.49666,1129,0.08676,0.30207,0.33207,0.23293,11836,11836,0.90955,0.59627,9326,0.46982,4273,0.21526,1932,0.09733,578,0.02912,344,0.01733,147,0.00741,0.1827,Chaetoceros_curvisetus_SRR1294457,55,101,273,429,0.128205128,3370497,3369141,99.96,6026238,SarahSmith,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,curvisetus,,22-Jul-15,21-May-14,3370497,337049700,3370497,100,159,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294457,SRX549071,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,248394,SRS616884,SAMN02740489,simple,230516,Chaetoceros curvisetus,MMETSP0717,NCGR,SRA166613,public,3D63A37B7424487AFBA71E4D7E52CB01,06B166F589D35FC3B08C583DB43D34F3
79,SRR1294458,MMETSP1391,/mnt/scratch/ljcohen/mmetsp/Chlamydomonas_leiostraca/SRR1294458/trinity/trinity_out/Chlamydomonas_leiostraca_SRR1294458.Trinity.fixed.fa,37630,201,10808,27665702,735.20335,0,8398,1,15269,77.90679,301,642,1146,1805,3086,0.627,0.01866,0.00589,1.99709,0,0,0.1285,19950443,18844449,0.94456,16764707,0.84032,2079742,19806,208229,0.00753,11120,0.29551,135,0.00359,28240,0.75047,954,0.02535,0.41939,0.50934,0.51516,21263,21263,0.56505,1.14323,16956,0.91166,8834,0.47497,8070,0.43389,7194,0.38679,6918,0.37196,6548,0.35206,0.45266,Chlamydomonas_leiostraca_SRR1294458,226,85,118,429,0.526806527,19958785,19950443,99.96,29183647,AlexandraWorden,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,leiostraca,SAG11-49,22-Jul-15,21-May-14,19958785,1995878500,19958785,100,1218,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294458,SRX549072,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616885,SAMN02739949,simple,1034604,Chlamydomonas leiostraca,MMETSP1391,NCGR,SRA166613,public,68EB94D205617861C0088933EAD5C800,1CB98899A8F9081BF83D9261EFDF0723
80,SRR1294459,MMETSP1392,/mnt/scratch/ljcohen/mmetsp/Chlamydomonas_chlamydogama/SRR1294459/trinity/trinity_out/Chlamydomonas_chlamydogama_SRR1294459.Trinity.fixed.fa,39288,201,8128,32479112,826.69293,0,10623,0,15346,68.94234,329,771,1366,2037,3271,0.5697,0.01727,0.00217,1.75996,0,0,0.14828,32070325,30440023,0.94916,27763394,0.8657,2676629,22039,347124,0.01069,12495,0.31804,274,0.00697,25442,0.64758,1721,0.0438,0.45507,0.47581,0.37227,27166,27166,0.69146,1.17262,20454,0.88289,10720,0.46273,9647,0.41641,8385,0.36194,7877,0.34001,7246,0.31277,0.44796,Chlamydomonas_chlamydogama_SRR1294459,256,81,92,429,0.596736597,32086010,32070325,99.95,32386781,AlexandraWorden,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,chlamydogama,SAG11-48b,22-Jul-15,21-May-14,32086010,3208601000,32086010,100,1864,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294459,SRX549073,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616886,SAMN02739947,simple,225041,Chlamydomonas chlamydogama,MMETSP1392,NCGR,SRA166613,public,2E0939B197A51164C5224D6E2716B5EB,8AEAAB325921779555860D0322623743
81,SRR1294460,MMETSP1395,/mnt/scratch/ljcohen/mmetsp/Blepharisma_japonicum/SRR1294460/trinity/trinity_out/Blepharisma_japonicum_SRR1294460.Trinity.fixed.fa,32254,201,11724,20034720,621.15459,0,5231,2,11580,77.39175,286,523,821,1223,2057,0.36178,0.02066,0.03188,1.83335,0,0,0.11885,24120405,22648648,0.93898,19580088,0.81176,3068560,14110,112164,0.0056,6977,0.21631,87,0.0027,22098,0.68512,971,0.0301,0.40554,0.52307,0.5456,19431,19431,0.60244,1.03626,17377,0.92672,8945,0.47704,8539,0.45539,7999,0.42659,7813,0.41667,7503,0.40014,0.47095,Blepharisma_japonicum_SRR1294460,231,56,142,429,0.538461538,24783499,24120405,97.32,17742968,GiulioPetroni,"Alveolata(SAR,Chromalveolata)",Ciliophora,Heterotrichea,Heterotrichida,Blepharismidae,Blepharisma,japonicum,StockR1072,22-Jul-15,21-May-14,24783499,2478349900,24783499,100,1505,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294460,SRX549074,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616887,SAMN02740336,simple,5961,Blepharisma japonicum,MMETSP1395,NCGR,SRA166613,public,39157684E81FD9DEC098779FD5D40103,9186289B01030BB7BB5562F4E1552B42
82,SRR1294461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,8051307,1610261400,8051307,200,985,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294461,SRX549075,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616888,SAMN02739968,simple,143672,Akashiwo sanguinea,MMETSP0223_2,NCGR,SRA166613,public,EE8CBFC34E5B6D5603771CD03DBDB74C,E519483AE9B06B9F2631F3C1066777A0
83,SRR1294462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,4193107,419310700,4193107,100,219,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294462,SRX549076,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,248394,SRS616888,SAMN02739968,simple,143672,Akashiwo sanguinea,MMETSP0223_2,NCGR,SRA166613,public,E4FF9082218231D0CBFC420EA0BA2BA4,563A3FACF494E467A072850AD34556C2
84,SRR1294463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,4213064,421306400,4213064,100,221,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294463,SRX549077,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,248394,SRS616888,SAMN02739968,simple,143672,Akashiwo sanguinea,MMETSP0223_2,NCGR,SRA166613,public,987785E6F7A4BC031C049E075B3BD890,803BB2F5A1600BF20C4EFE09BC587776
85,SRR1294464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-15,21-May-14,4108272,410827200,4108272,100,220,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294464,SRX549078,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,248394,SRS616888,SAMN02739968,simple,143672,Akashiwo sanguinea,MMETSP0223_2,NCGR,SRA166613,public,2BC390AE321F77DB0C0500961FD40BCA,44656491AC14A0F6D736025ABC24DA59
86,SRR1294465,MMETSP1411,/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1294465/trinity/trinity_out/Thalassiosira_weissflogii_SRR1294465.Trinity.fixed.fa,26973,201,12531,29803384,1104.93397,0,11004,1,15620,79.30807,468,1161,1747,2541,4092,0.4655,0.00669,0.0069,1.93407,0,0,0.19815,23087986,21841833,0.94603,18218002,0.78907,3623831,17643,289384,0.00971,9256,0.34316,179,0.00664,14027,0.52004,1534,0.05687,0.3769,0.41763,0.26879,20022,20022,0.7423,1.07265,15140,0.8111,7865,0.42135,7256,0.38873,6376,0.34158,6038,0.32348,5538,0.29669,0.44855,Thalassiosira_weissflogii_SRR1294465,233,58,138,429,0.543123543,23809313,23087986,96.97,29407629,BethanyJenkins,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae,Thalassiosira,weissflogii,CCMP1010,22-Jul-15,21-May-14,23809313,2380931300,23809313,100,1500,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294465,SRX549079,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616889,SAMN02740008,simple,67004,Thalassiosira weissflogii,MMETSP1411,NCGR,SRA166613,public,1FE3AB0DF4BE9A67CC5D946CE98E6D39,431B78838E4D2E3511BC52C9B92139F6
87,SRR1294466,MMETSP1421,/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1294466/trinity/trinity_out/Thalassiosira_weissflogii_SRR1294466.Trinity.fixed.fa,26586,201,14228,28129097,1058.04171,0,10265,6,15517,83.23912,453,1081,1639,2408,3910,0.46898,0.00839,0.00829,1.93321,0,0,0.19153,20035424,18982832,0.94746,15894488,0.79332,3088344,18289,216428,0.00769,8634,0.32476,153,0.00575,15090,0.56759,880,0.0331,0.40595,0.4587,0.4072,19556,19556,0.73558,1.08392,15221,0.84364,8063,0.4469,7433,0.41198,6568,0.36404,6224,0.34497,5788,0.32081,0.45568,Thalassiosira_weissflogii_SRR1294466,258,45,126,429,0.601398601,20567730,20035424,97.41,27986485,BethanyJenkins,"Stramenopila(SAR,Chromalveolata)",Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae,Thalassiosira,weissflogii,CCMP1010,22-Jul-15,21-May-14,20567730,2056773000,20567730,100,1291,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294466,SRX549080,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS616890,SAMN02740018,simple,67004,Thalassiosira weissflogii,MMETSP1421,NCGR,SRA166613,public,B838579DE73E9DF3526AE5B96AF92FE8,8535C068E1E72557135915FCA0C853E2
88,SRR1296697,MMETSP0802,/mnt/scratch/ljcohen/mmetsp/Micromonas/SRR1296697/trinity/trinity_out/Micromonas_SRR1296697.Trinity.fixed.fa,12921,201,17299,19492300,1508.57519,0,7170,22,9509,81.42464,780,1547,2241,3212,5256,0.60201,0.00123,0.00017,2.41336,0,0,0.23491,35604740,34840026,0.97852,33090332,0.92938,1749694,10479,160653,0.00824,4144,0.32072,72,0.00557,2530,0.19581,1054,0.08157,0.56883,0.6071,0.3434,11488,11488,0.8891,0.90053,8864,0.69483,4556,0.35714,3995,0.31316,3394,0.26605,3134,0.24567,2700,0.21165,0.31791,Micromonas_SRR1296697,281,42,106,429,0.655011655,35659596,35604740,99.85,14989102,AlexandraWorden,Viridiplantae(Archaeplastida),Chlorophyta,Prasinophyceae,Mamiellales,Mamiellaceae,Micromonas,sp.,CCMP2099,22-Jul-15,27-Jul-15,35659596,3565959600,35659596,100,2311,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296697,SRX551104,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618813,SAMN02740144,simple,38832,Micromonas,MMETSP0802,NCGR,SRA166822,public,8A8F4764434DF865FA3BB0AC4DA30D4E,C54C9B0C801B06E370BC8F268FA6075E
89,SRR1296698,MMETSP0804,/mnt/scratch/ljcohen/mmetsp/Tetraselmis_astigmatica/SRR1296698/trinity/trinity_out/Tetraselmis_astigmatica_SRR1296698.Trinity.fixed.fa,37921,201,13592,37725645,994.84837,0,13549,5,18077,74.04539,377,1099,1710,2403,3827,0.5952,0.01374,0.00581,1.76741,0,0,0.17457,28829237,27495254,0.95373,25574854,0.88712,1920400,23881,768902,0.02038,12746,0.33612,384,0.01013,21161,0.55803,1925,0.05076,0.49848,0.53588,0.36536,26489,26489,0.69853,0.87927,20623,0.68456,10294,0.3417,9245,0.30688,8124,0.26967,7497,0.24885,6189,0.20544,0.29667,Tetraselmis_astigmatica_SRR1296698,292,50,87,429,0.680652681,28874749,28829237,99.84,28064383,AlexandraWorden,Viridiplantae(Archaeplastida),Chlorophyta,Prasinophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,astigmatica,CCMP880,22-Jul-15,27-Jul-15,28874749,2887474900,28874749,100,1753,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296698,SRX551105,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618814,SAMN02739997,simple,1074897,Tetraselmis astigmatica,MMETSP0804,NCGR,SRA166822,public,390CD2960C47C2A54BD5AD871D3D6F58,29FDA59652470253F7330C88C3856C55
90,SRR1296699,MMETSP0799,/mnt/scratch/ljcohen/mmetsp/Geminigera_cryophila/SRR1296699/trinity/trinity_out/Geminigera_cryophila_SRR1296699.Trinity.fixed.fa,97613,201,16034,59811358,612.73968,0,14643,11,31269,82.67692,265,476,854,1468,2888,0.52286,0.02298,0.01244,2.08108,0,0,0.11838,29111039,24800940,0.85194,20049888,0.68874,4751052,64676,642305,0.01074,29735,0.30462,470,0.00481,64237,0.65808,5790,0.05932,0.29189,0.38127,0.49976,58827,58827,0.60266,0.85579,46401,0.67502,23429,0.34084,20222,0.29418,16351,0.23787,14270,0.20759,11357,0.16522,0.28311,Geminigera_cryophila_SRR1296699,254,80,95,429,0.592074592,29168542,29111039,99.8,48660328,JeremiahHackett,"Cryptophyta(Hacrobia,Chromalveolata)",Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeracea,Geminigera,cryophila,CCMP2564,22-Jul-15,27-Jul-15,29168542,2916854200,29168542,100,1824,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296699,SRX551106,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618815,SAMN02740518,simple,46947,Geminigera cryophila,MMETSP0799,NCGR,SRA166822,public,9BA1E8AED5746CAFF6424225BEAFFF66,ADF733FF656D814D794E584805EE6C35
91,SRR1296700,MMETSP0798,/mnt/scratch/ljcohen/mmetsp/Myrionecta_rubra/SRR1296700/trinity/trinity_out/Myrionecta_rubra_SRR1296700.Trinity.fixed.fa,60663,201,14516,35405428,583.64123,0,8695,3,8250,51.47284,259,455,799,1319,2406,0.39939,0.02807,0.03646,2.09788,0,0,0.10855,27644749,24750848,0.89532,21159860,0.76542,3590988,28298,245019,0.00692,12301,0.20278,202,0.00333,41367,0.68191,3480,0.05737,0.31939,0.40819,0.40708,31818,31818,0.5245,0.79573,27269,0.68196,14232,0.35592,13160,0.32912,11568,0.2893,10678,0.26704,9272,0.23188,0.31577,Myrionecta_rubra_SRR1296700,198,53,178,429,0.461538462,27702055,27644749,99.79,36457743,JeremiahHackett,"Alveolata(SAR,Chromalveolata)",Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,rubra,CCMP2563,22-Jul-15,27-Jul-15,27702055,2770205500,27702055,100,1663,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296700,SRX551107,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618816,SAMN02740131,simple,283649,Myrionecta rubra,MMETSP0798,NCGR,SRA166822,public,B3C426898C59FF24CBEAE72B7F5560BF,6C1CB9D16CC39BBF7DB7FA34A3FCBC1A
92,SRR1296701,MMETSP0797,/mnt/scratch/ljcohen/mmetsp/Dinophysis_acuminata/SRR1296701/trinity/trinity_out/Dinophysis_acuminata_SRR1296701.Trinity.fixed.fa,120480,201,7067,72260002,599.76761,0,19551,0,50768,93.95265,267,494,835,1269,2038,0.66838,0.0067,0.00496,2.10267,0,0,0.11253,24296474,21343919,0.87848,17455634,0.71844,3888285,61905,524433,0.00726,29497,0.24483,434,0.0036,77762,0.64543,4176,0.03466,0.37209,0.45099,0.45801,76955,76955,0.63874,0.85552,63421,0.70506,32352,0.35966,28938,0.32171,24903,0.27685,22876,0.25432,20244,0.22506,0.3091,Dinophysis_acuminata_SRR1296701,231,61,137,429,0.538461538,24342542,24296474,99.81,68829706,JeremiahHackett,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,acuminata,DAEP01,22-Jul-15,27-Jul-15,24342542,2434254200,24342542,100,1572,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296701,SRX551108,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618817,SAMN02740517,simple,47934,Dinophysis acuminata,MMETSP0797,NCGR,SRA166822,public,631016FF6E78A01BF31C10AFC568200A,00475F40BBC8DC22C1F36CE253416BFB
93,SRR1296702,MMETSP0796,/mnt/scratch/ljcohen/mmetsp/Pyrodinium_bahamense/SRR1296702/trinity/trinity_out/Pyrodinium_bahamense_SRR1296702.Trinity.fixed.fa,142892,201,8217,93722082,655.89454,0,28575,0,63248,92.6981,277,566,978,1456,2278,0.6354,0.00707,0.00117,2.04931,0,0,0.1248,31294413,27561481,0.88072,22985660,0.7345,4575821,72837,648529,0.00692,34221,0.23949,523,0.00366,92910,0.65021,4432,0.03102,0.39687,0.47992,0.47734,90435,90435,0.63289,0.85985,72245,0.6869,37337,0.355,33278,0.31641,28792,0.27375,26585,0.25277,23728,0.2256,0.32187,Pyrodinium_bahamense_SRR1296702,232,65,132,429,0.540792541,31354710,31294413,99.81,92977268,JeremiahHackett,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gonyualacales,Gonyaulacaceae,Pyrodinium,bahamense,pbaha01,22-Jul-15,27-Jul-15,31354710,3135471000,31354710,100,1994,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296702,SRX551109,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618818,SAMN02740516,simple,73915,Pyrodinium bahamense,MMETSP0796,NCGR,SRA166822,public,30E9CA9B6999F516FFE410BAEF09D611,30E4937E88DF1BE69FC08E57EB7E8E58
94,SRR1296703,MMETSP0795,/mnt/scratch/ljcohen/mmetsp/Amoebophrya_sp./SRR1296703/trinity/trinity_out/Amoebophrya_sp._SRR1296703.Trinity.fixed.fa,27183,201,29291,26655995,980.6127,0,7730,40,11169,75.36186,343,1024,1962,3107,5444,0.57167,0.01074,0.01367,2.23868,0,0,0.16669,26861330,25333150,0.94311,22807252,0.84907,2525898,15490,233590,0.00876,7064,0.25987,145,0.00533,18422,0.6777,1013,0.03727,0.4382,0.51748,0.54765,15086,15086,0.55498,0.90341,11565,0.69256,5819,0.34846,5139,0.30774,4407,0.26391,4045,0.24223,3581,0.21444,0.29056,Amoebophrya_sp._SRR1296703,48,22,359,429,0.111888112,26914860,26861330,99.8,25055597,JeremiahHackett,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gonyualacales,Goniodomaceae,Amoebophrya,sp.,Ameob2,22-Jul-15,27-Jul-15,26914860,2691486000,26914860,100,1702,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296703,SRX551110,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618820,SAMN02740515,simple,88552,Amoebophrya sp.,MMETSP0795,NCGR,SRA166822,public,7B9B72B111D6C6372FC4E0343D082DC6,516A437CBD4BEA1B1478968C93584618
95,SRR1296704,MMETSP0790,/mnt/scratch/ljcohen/mmetsp/Alexandrium_catenella/SRR1296704/trinity/Alexandrium_catenella_SRR1296704.Trinity.fixed.fasta,113881,201,7768,63339452,556.18981,0,15461,0,45828,94.94449,258,447,738,1121,1787,0.65636,0.00733,0.0025,2.082,0,0,0.1081,21393593,18274419,0.8542,14658830,0.6852,3615589,56829,349163,0.00551,24936,0.21897,259,0.00227,84006,0.73766,3504,0.03077,0.35755,0.40672,0.44624,5,5,4.00E-05,2.00E-04,5,2.00E-04,0,0,0,0,0,0,0,0,0,0,5.00E-05,Alexandrium_catenella_SRR1296704,208,80,141,429,0.484848485,21397132,21393593,99.98,47475067,JeremiahHackett,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gonyualacales,Goniodomataceae,Alexandrium,catenella,OF101,22-Jul-15,27-Jul-15,21397132,2139713200,21397132,100,1396,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296704,SRX551111,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618819,SAMN02740075,simple,2925,Alexandrium catenella,MMETSP0790,NCGR,SRA166822,public,2AEEA6E81ADB84CB2BB065213098FA47,32F44DCC9FB7069997B0DB4E7F4CE0B2
96,SRR1296705,MMETSP0784,/mnt/scratch/ljcohen/mmetsp/Gymnodinium_catenatum/SRR1296705/trinity/trinity_out/Gymnodinium_catenatum_SRR1296705.Trinity.fixed.fa,115253,201,8321,90782224,787.67775,0,32894,0,58879,92.23619,316,780,1250,1729,2626,0.59976,0.00389,0.00233,2.2814,0,0,0.14832,36730111,33033617,0.89936,27163354,0.73954,5870263,66291,488227,0.00538,25088,0.21768,324,0.00281,68133,0.59116,3163,0.02744,0.4111,0.49069,0.48516,73903,73903,0.64122,0.83214,60696,0.68343,31227,0.35161,28364,0.31937,25189,0.28362,23605,0.26579,21341,0.2403,0.3327,Gymnodinium_catenatum_SRR1296705,276,39,114,429,0.643356643,36735700,36730111,99.98,101079393,JeremiahHackett,"Alveolata(SAR,Chromalveolata)",Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,catenatum,GC744,22-Jul-15,27-Jul-15,36735700,3673570000,36735700,100,2549,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296705,SRX551112,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,248394,SRS618821,SAMN02740514,simple,39447,Gymnodinium catenatum,MMETSP0784,NCGR,SRA166822,public,6318F5F4453CF094B514BAEF5511ED2F,A22FF010E0C875DB29126BB53217A1F2
