Sample	avg_sequence_length	per_base_sequence_content	basic_statistics	per_base_n_content	adapter_content	sequence_duplication_levels	overrepresented_sequences	File type	Sequences flagged as poor quality	total_deduplicated_percentage	per_sequence_gc_content	%GC	kmer_content	per_base_sequence_quality	sequence_length_distribution	Encoding	Total Sequences	Filename	per_sequence_quality_scores	Sequence length	per_tile_sequence_quality
SRR1300279.trim_1P	49.99982017987317	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.32935610677387	warn	63.0	fail	pass	warn	Sanger / Illumina 1.9	23378918.0	SRR1300279.trim_1P.fq	pass	42-50	warn
SRR1300280.trim_1P	49.99974505826582	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	38.16049117297035	warn	64.0	fail	pass	warn	Sanger / Illumina 1.9	27590618.0	SRR1300280.trim_1P.fq	pass	43-50	warn
SRR1300281.trim_1P	49.999922395103184	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.39922361323321	fail	63.0	fail	pass	warn	Sanger / Illumina 1.9	22215093.0	SRR1300281.trim_1P.fq	pass	43-50	warn
SRR1300282.trim_1P	49.9998461126782	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.14209381828461	pass	67.0	warn	pass	warn	Sanger / Illumina 1.9	22646440.0	SRR1300282.trim_1P.fq	pass	39-50	pass
SRR1300283.trim_1P	49.99985630019762	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.52055678179438	warn	64.0	fail	pass	warn	Sanger / Illumina 1.9	23249858.0	SRR1300283.trim_1P.fq	pass	39-50	pass
SRR1300284.trim_1P	49.9998484426478	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.998511571288226	pass	67.0	fail	pass	warn	Sanger / Illumina 1.9	28385294.0	SRR1300284.trim_1P.fq	pass	39-50	pass
SRR1300285.trim_1P	49.999848272108494	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.178325923632464	pass	67.0	warn	pass	warn	Sanger / Illumina 1.9	27457048.0	SRR1300285.trim_1P.fq	pass	39-50	pass
SRR1300286.trim_1P	49.99985627466658	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.500970924623914	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	24247639.0	SRR1300286.trim_1P.fq	pass	39-50	pass
SRR1300287.trim_1P	49.99971412882761	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.879419916018406	pass	66.0	fail	pass	warn	Sanger / Illumina 1.9	27739768.0	SRR1300287.trim_1P.fq	pass	29-50	warn
SRR1300288.trim_1P	49.999719941764326	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	54.33005115334354	pass	67.0	fail	pass	warn	Sanger / Illumina 1.9	23362998.0	SRR1300288.trim_1P.fq	pass	39-50	warn
SRR1300289.trim_1P	49.99970857728716	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.542300570984224	pass	67.0	warn	pass	warn	Sanger / Illumina 1.9	27877031.0	SRR1300289.trim_1P.fq	pass	29-50	warn
SRR1300290.trim_1P	49.99963068422743	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.99573848382248	pass	51.0	fail	pass	warn	Sanger / Illumina 1.9	19904376.0	SRR1300290.trim_1P.fq	pass	29-50	pass
SRR1300291.trim_1P	49.999999426701656	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.56564003306385	pass	45.0	fail	pass	warn	Sanger / Illumina 1.9	31397265.0	SRR1300291.trim_1P.fq	pass	49-50	warn
SRR1300292.trim_1P	50.0	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.56118113684869	pass	44.0	fail	pass	pass	Sanger / Illumina 1.9	10075439.0	SRR1300292.trim_1P.fq	pass	50.0	warn
SRR1300293.trim_1P	49.999999175734025	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.73166595793305	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	32756417.0	SRR1300293.trim_1P.fq	pass	49-50	warn
SRR1300294.trim_1P	49.99939392720066	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.932665562754494	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	26343370.0	SRR1300294.trim_1P.fq	pass	34-50	warn
SRR1300295.trim_1P	49.9998186481515	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.251581794408516	pass	64.0	fail	pass	warn	Sanger / Illumina 1.9	25320944.0	SRR1300295.trim_1P.fq	pass	28-50	warn
SRR1300296.trim_1P	49.99941138133151	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.00977696634435	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	33999941.0	SRR1300296.trim_1P.fq	pass	25-50	warn
SRR1300297.trim_1P	49.99980642973992	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	34.74871368981791	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	29121209.0	SRR1300297.trim_1P.fq	pass	39-50	warn
SRR1300298.trim_1P	49.99942596612745	warn	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.45712443663319	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	32278583.0	SRR1300298.trim_1P.fq	pass	25-50	warn
SRR1300299.trim_1P	49.99999381629091	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	26.94489946673673	warn	58.0	fail	pass	warn	Sanger / Illumina 1.9	20214405.0	SRR1300299.trim_1P.fq	pass	49-50	pass
SRR1300300.trim_1P	49.99999926774643	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	71.99920851992752	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	27312943.0	SRR1300300.trim_1P.fq	pass	49-50	warn
SRR1300301.trim_1P	49.999999460553724	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	70.30527116419208	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	31513796.0	SRR1300301.trim_1P.fq	pass	49-50	warn
SRR1300302.trim_1P	49.999233017174404	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	25.525679210673463	fail	54.0	fail	pass	warn	Sanger / Illumina 1.9	15143755.0	SRR1300302.trim_1P.fq	pass	25-50	pass
SRR1300303.trim_1P	49.99928390064637	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	31.29155756106915	fail	54.0	fail	pass	warn	Sanger / Illumina 1.9	11054332.0	SRR1300303.trim_1P.fq	pass	28-50	pass
SRR1300304.trim_1P	49.99924475462829	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	25.730435917262195	fail	54.0	fail	pass	warn	Sanger / Illumina 1.9	15835913.0	SRR1300304.trim_1P.fq	pass	28-50	pass
SRR1300305.trim_1P	49.999214176939745	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	24.16306735199356	fail	54.0	fail	pass	warn	Sanger / Illumina 1.9	24691309.0	SRR1300305.trim_1P.fq	pass	28-50	pass
SRR1300306.trim_1P	49.99949786718736	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	74.32435093775568	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	25562958.0	SRR1300306.trim_1P.fq	pass	25-50	warn
SRR1300307.trim_1P	49.99985284359052	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	71.16040226785888	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	27161576.0	SRR1300307.trim_1P.fq	pass	43-50	pass
SRR1300308.trim_1P	49.999534584648536	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	73.19760971185009	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	27332575.0	SRR1300308.trim_1P.fq	pass	25-50	warn
SRR1300309.trim_1P	49.99875533009154	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.18087788188427	pass	44.0	fail	pass	warn	Sanger / Illumina 1.9	13070132.0	SRR1300309.trim_1P.fq	pass	25-50	pass
SRR1300310.trim_1P	49.99748235294452	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.37725487856701	pass	34.0	fail	pass	warn	Sanger / Illumina 1.9	14069486.0	SRR1300310.trim_1P.fq	pass	43-50	pass
SRR1300311.trim_1P	49.99947367514345	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.37411137011861	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	30416576.0	SRR1300311.trim_1P.fq	pass	27-50	pass
SRR1300312.trim_1P	49.99947406924967	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	21.37214345794145	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	16791184.0	SRR1300312.trim_1P.fq	pass	27-50	pass
SRR1300313.trim_1P	49.99943678511561	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	64.13890611253935	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	23261104.0	SRR1300313.trim_1P.fq	pass	27-50	pass
SRR1300314.trim_1P	49.99944403208529	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.943562918579325	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	23711800.0	SRR1300314.trim_1P.fq	pass	27-50	pass
SRR1300315.trim_1P	49.999457531157134	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	62.54542024877673	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	26130533.0	SRR1300315.trim_1P.fq	pass	28-50	pass
SRR1300316.trim_1P	49.99978955675391	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.255582381721474	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	24367615.0	SRR1300316.trim_1P.fq	pass	25-50	warn
SRR1300317.trim_1P	49.999432957569674	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.23679840784456	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	22564449.0	SRR1300317.trim_1P.fq	pass	28-50	pass
SRR1300318.trim_1P	49.99941952815066	warn	pass	pass	pass	fail	warn	Conventional base calls	0.0	45.731542879961744	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	24275079.0	SRR1300318.trim_1P.fq	pass	27-50	pass
SRR1300319.trim_1P	49.9992378347313	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	20.59819414619989	fail	48.0	fail	pass	warn	Sanger / Illumina 1.9	13123138.0	SRR1300319.trim_1P.fq	pass	25-50	pass
SRR1300320.trim_1P	49.999324693377716	fail	pass	pass	pass	fail	fail	Conventional base calls	0.0	27.66499743038458	fail	48.0	fail	pass	warn	Sanger / Illumina 1.9	18139908.0	SRR1300320.trim_1P.fq	pass	25-50	pass
SRR1300321.trim_1P	49.998831571188205	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	29.17214956683528	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	19610095.0	SRR1300321.trim_1P.fq	pass	35-50	pass
SRR1300322.trim_1P	49.999847453977516	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	22.107349065114768	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	30646489.0	SRR1300322.trim_1P.fq	pass	28-50	warn
SRR1300323.trim_1P	49.99978116511507	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	28.370461447275964	pass	48.0	fail	pass	warn	Sanger / Illumina 1.9	20974718.0	SRR1300323.trim_1P.fq	pass	49-50	pass
SRR1300324.trim_1P	49.999729774689	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.064168335740035	pass	41.0	fail	pass	warn	Sanger / Illumina 1.9	17607529.0	SRR1300324.trim_1P.fq	pass	30-50	pass
SRR1300325.trim_1P	49.99922970276285	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	93.1785678255102	pass	49.0	warn	pass	warn	Sanger / Illumina 1.9	4734536.0	SRR1300325.trim_1P.fq	pass	38-50	pass
SRR1300326.trim_1P	49.999683064480315	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	81.71176818843097	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	22225341.0	SRR1300326.trim_1P.fq	pass	30-50	pass
SRR1300327.trim_1P	49.999694396936	fail	pass	pass	pass	pass	pass	Conventional base calls	0.0	81.96358867130992	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	20127416.0	SRR1300327.trim_1P.fq	pass	30-50	pass
SRR1300328.trim_1P	49.999800734580894	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	54.41178344456847	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	22582945.0	SRR1300328.trim_1P.fq	pass	28-50	warn
SRR1300329.trim_1P	49.99968749370847	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	67.21694578540274	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	20165994.0	SRR1300329.trim_1P.fq	pass	30-50	pass
SRR1300330.trim_1P	49.99983268478001	warn	pass	pass	pass	warn	pass	Conventional base calls	0.0	56.6891036418269	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	36057688.0	SRR1300330.trim_1P.fq	pass	25-50	pass
SRR1300331.trim_1P	49.99983581735593	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.3446210179765	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	25599539.0	SRR1300331.trim_1P.fq	pass	28-50	warn
SRR1300332.trim_1P	49.99987449916072	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.7692846505967	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	22764788.0	SRR1300332.trim_1P.fq	pass	49-50	fail
SRR1300333.trim_1P	49.999716946824584	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	27.05970269948971	pass	41.0	fail	pass	warn	Sanger / Illumina 1.9	39190516.0	SRR1300333.trim_1P.fq	pass	25-50	warn
SRR1300334.trim_1P	49.99961561661866	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	28.655214447680542	pass	41.0	fail	pass	warn	Sanger / Illumina 1.9	27615658.0	SRR1300334.trim_1P.fq	pass	29-50	pass
SRR1300335.trim_1P	49.999575015030906	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.506651295266934	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	21798418.0	SRR1300335.trim_1P.fq	pass	25-50	warn
SRR1300336.trim_1P	49.999632513702636	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.41264155123726	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	19717742.0	SRR1300336.trim_1P.fq	pass	28-50	warn
SRR1300337.trim_1P	49.999620651091654	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.054646577269125	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	28419747.0	SRR1300337.trim_1P.fq	pass	26-50	warn
SRR1300338.trim_1P	49.99972969602704	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.440876314145235	warn	61.0	fail	pass	warn	Sanger / Illumina 1.9	28989585.0	SRR1300338.trim_1P.fq	pass	25-50	warn
SRR1300339.trim_1P	49.9997343443566	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.26233893234662	warn	62.0	fail	pass	warn	Sanger / Illumina 1.9	33163233.0	SRR1300339.trim_1P.fq	pass	25-50	warn
SRR1300340.trim_1P	49.99972206570282	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.823036118327025	pass	63.0	fail	pass	warn	Sanger / Illumina 1.9	36836044.0	SRR1300340.trim_1P.fq	pass	25-50	warn
SRR1300341.trim_1P	49.999848175902926	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	51.374319691943015	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	22532655.0	SRR1300341.trim_1P.fq	pass	28-50	warn
SRR1300342.trim_1P	49.99913830919521	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	27.143287668631256	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	43600326.0	SRR1300342.trim_1P.fq	pass	28-50	pass
SRR1300343.trim_1P	49.999601376407455	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	42.92249103625286	warn	52.0	fail	pass	warn	Sanger / Illumina 1.9	23009175.0	SRR1300343.trim_1P.fq	pass	29-50	pass
SRR1300344.trim_1P	49.999601128930614	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.01985076445723	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	24942897.0	SRR1300344.trim_1P.fq	pass	29-50	pass
SRR1300345.trim_1P	49.99963060179911	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	56.305836850364614	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	25159841.0	SRR1300345.trim_1P.fq	pass	29-50	pass
SRR1300346.trim_1P	49.99958612733678	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.8094878380684	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	22499674.0	SRR1300346.trim_1P.fq	pass	26-50	warn
SRR1300347.trim_1P	49.99958166673323	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	53.30368070567532	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	21733868.0	SRR1300347.trim_1P.fq	pass	28-50	warn
SRR1300348.trim_1P	49.99957671954487	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.898874890308285	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	26578123.0	SRR1300348.trim_1P.fq	pass	28-50	warn
SRR1300349.trim_1P	49.99957492860199	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.529382700534306	pass	56.0	fail	pass	warn	Sanger / Illumina 1.9	21165856.0	SRR1300349.trim_1P.fq	pass	28-50	warn
SRR1300350.trim_1P	49.99973305884221	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	32.87091777638288	warn	59.0	fail	pass	warn	Sanger / Illumina 1.9	35655798.0	SRR1300350.trim_1P.fq	pass	25-50	warn
SRR1300351.trim_1P	49.99940731433261	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	49.895554170768364	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	24684248.0	SRR1300351.trim_1P.fq	pass	31-50	pass
SRR1300352.trim_1P	49.99942816699347	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.596120753106376	warn	60.0	fail	pass	warn	Sanger / Illumina 1.9	27205495.0	SRR1300352.trim_1P.fq	pass	31-50	pass
SRR1300353.trim_1P	49.99944756644051	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.822964163552406	warn	59.0	fail	pass	warn	Sanger / Illumina 1.9	27158017.0	SRR1300353.trim_1P.fq	pass	31-50	pass
SRR1300354.trim_1P	49.99945858559146	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.952594336791904	pass	53.0	fail	pass	warn	Sanger / Illumina 1.9	26227599.0	SRR1300354.trim_1P.fq	pass	31-50	pass
SRR1300355.trim_1P	49.99886921312292	fail	pass	warn	pass	warn	pass	Conventional base calls	0.0	53.67266576112033	pass	52.0	fail	pass	warn	Sanger / Illumina 1.9	24224724.0	SRR1300355.trim_1P.fq	pass	32-50	fail
SRR1300356.trim_1P	49.999477088874734	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.24807597453422	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	28025795.0	SRR1300356.trim_1P.fq	pass	31-50	pass
SRR1300357.trim_1P	49.999522045760045	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.43600886234444	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	30025887.0	SRR1300357.trim_1P.fq	pass	31-50	pass
SRR1300358.trim_1P	49.99950519821043	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	41.602946144522654	pass	47.0	fail	pass	warn	Sanger / Illumina 1.9	30806275.0	SRR1300358.trim_1P.fq	pass	31-50	pass
SRR1300359.trim_1P	49.99951330196354	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.481158745007356	warn	44.0	fail	pass	warn	Sanger / Illumina 1.9	24041601.0	SRR1300359.trim_1P.fq	pass	26-50	
SRR1300360.trim_1P	49.99977213910425	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	54.08942529119394	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	20841663.0	SRR1300360.trim_1P.fq	pass	36-50	
SRR1300361.trim_1P	49.99977930394228	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.942281621036656	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	22551377.0	SRR1300361.trim_1P.fq	pass	33-50	
SRR1300362.trim_1P	49.99977339505445	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	29.69133128113617	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	20590901.0	SRR1300362.trim_1P.fq	pass	36-50	
SRR1300363.trim_1P	49.999423233294344	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.19866850235862	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	21636131.0	SRR1300363.trim_1P.fq	pass	25-50	
SRR1300364.trim_1P	49.999407186792524	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.60209151519762	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	17422014.0	SRR1300364.trim_1P.fq	pass	25-50	
SRR1300365.trim_1P	49.99934209896088	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.89872580809061	pass	61.0	fail	pass	warn	Sanger / Illumina 1.9	12004845.0	SRR1300365.trim_1P.fq	pass	25-50	
SRR1300366.trim_1P	49.998781706787355	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.423394397810966	pass	61.0	fail	pass	warn	Sanger / Illumina 1.9	28839527.0	SRR1300366.trim_1P.fq	pass	25-50	
SRR1300367.trim_1P	49.99978100071794	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	40.59817843419672	pass	59.0	fail	pass	warn	Sanger / Illumina 1.9	22890486.0	SRR1300367.trim_1P.fq	pass	36-50	
SRR1300368.trim_1P	49.99975687551782	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.906178570598556	pass	62.0	fail	pass	warn	Sanger / Illumina 1.9	23272029.0	SRR1300368.trim_1P.fq	pass	32-50	
SRR1300369.trim_1P	49.99974361068594	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.00407487843798	warn	64.0	fail	pass	warn	Sanger / Illumina 1.9	24903534.0	SRR1300369.trim_1P.fq	pass	25-50	
SRR1300370.trim_1P	49.99976250522607	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	62.00443222115892	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	20244656.0	SRR1300370.trim_1P.fq	pass	32-50	
SRR1300371.trim_1P	49.999753421062955	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	57.65432885366785	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	22179510.0	SRR1300371.trim_1P.fq	pass	32-50	
SRR1300372.trim_1P	49.99974462384619	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	36.70053797925343	pass	62.0	fail	pass	warn	Sanger / Illumina 1.9	21615174.0	SRR1300372.trim_1P.fq	pass	32-50	
SRR1300373.trim_1P	49.99975234934859	fail	pass	pass	pass	warn	pass	Conventional base calls	0.0	50.421556587988256	pass	45.0	fail	pass	warn	Sanger / Illumina 1.9	14928287.0	SRR1300373.trim_1P.fq	pass	34-50	
SRR1300374.trim_1P	49.998766806739894	pass	pass	pass	pass	fail	warn	Conventional base calls	0.0	27.912850099577657	pass	45.0	fail	pass	warn	Sanger / Illumina 1.9	22591755.0	SRR1300374.trim_1P.fq	pass	25-50	
SRR1300375.trim_1P	49.999737800554975	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	24.11844262432461	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	20743751.0	SRR1300375.trim_1P.fq	pass	25-50	
SRR1300376.trim_1P	49.99972383327057	fail	pass	pass	pass	fail	warn	Conventional base calls	0.0	31.666997456817867	pass	54.0	fail	pass	warn	Sanger / Illumina 1.9	18333128.0	SRR1300376.trim_1P.fq	pass	25-50	
SRR1300377.trim_1P	49.999986981830794	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	29.64950631926281	pass	51.0	fail	pass	warn	Sanger / Illumina 1.9	25502818.0	SRR1300377.trim_1P.fq	pass	25-50	
SRR1300378.trim_1P	49.99974923589116	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	44.96558995933744	pass	58.0	fail	pass	warn	Sanger / Illumina 1.9	22447391.0	SRR1300378.trim_1P.fq	pass	32-50	
SRR1300379.trim_1P	49.99987727121882	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	28.58227766510354	pass	55.0	fail	pass	warn	Sanger / Illumina 1.9	21388626.0	SRR1300379.trim_1P.fq	pass	25-50	
SRR1300380.trim_1P	49.99974088863992	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.76807529113657	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	18563447.0	SRR1300380.trim_1P.fq	pass	30-50	
SRR1300381.trim_1P	49.999634266382394	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.81406559174596	pass	60.0	fail	pass	warn	Sanger / Illumina 1.9	22256636.0	SRR1300381.trim_1P.fq	pass	25-50	
SRR1300382.trim_1P	49.999769230128855	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.514320385367675	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	19339613.0	SRR1300382.trim_1P.fq	pass	36-50	
SRR1300383.trim_1P	49.9997627132209	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	48.74304379753117	pass	41.0	fail	pass	warn	Sanger / Illumina 1.9	22390628.0	SRR1300383.trim_1P.fq	pass	25-50	
SRR1300384.trim_1P	49.99985665573181	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	35.033194758924125	warn	59.0	fail	pass	warn	Sanger / Illumina 1.9	22840118.0	SRR1300384.trim_1P.fq	pass	25-50	
SRR1300385.trim_1P	49.99723237644524	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.00772295878557	warn	63.0	fail	pass	warn	Sanger / Illumina 1.9	12883255.0	SRR1300385.trim_1P.fq	pass	25-50	
SRR1300387.trim_1P	49.9993418861882	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	42.82128406912541	pass	43.0	fail	pass	warn	Sanger / Illumina 1.9	25399862.0	SRR1300387.trim_1P.fq	pass	25-50	
SRR1300388.trim_1P	49.99924576659084	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	45.902391182266854	pass	65.0	fail	pass	warn	Sanger / Illumina 1.9	24484463.0	SRR1300388.trim_1P.fq	pass	25-50	
SRR1300389.trim_1P	49.999332433416406	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.80082460024362	pass	57.0	fail	pass	warn	Sanger / Illumina 1.9	21842016.0	SRR1300389.trim_1P.fq	pass	25-50	
SRR1300390.trim_1P	49.999102963625454	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	46.046526105740966	pass	46.0	fail	pass	warn	Sanger / Illumina 1.9	42314895.0	SRR1300390.trim_1P.fq	pass	25-50	
SRR1300391.trim_1P	49.999118321816255	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	47.24259607273592	pass	49.0	fail	pass	warn	Sanger / Illumina 1.9	33112989.0	SRR1300391.trim_1P.fq	pass	25-50	
SRR1300392.trim_1P	49.999131236340666	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	39.88328764328538	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	35886630.0	SRR1300392.trim_1P.fq	pass	25-50	
SRR1300393.trim_1P	49.99914493016456	fail	pass	pass	pass	fail	pass	Conventional base calls	0.0	43.18773714240728	pass	50.0	fail	pass	warn	Sanger / Illumina 1.9	37986371.0	SRR1300393.trim_1P.fq	pass	25-50	
